Quantity,Name,Tags,Scryfall ID,Mana Value,Colors,Identities,Mana cost,Types,Sub-types,Super-types,Scryfall Oracle ID
1,Temple of Malady,,1ca36218-db87-4e44-8606-2a516504ed20,0,,"Black,Green",,Land,,,dc55421f-dee8-4263-9df0-2365df5f14bb
1,Temple of Malice,,ee9fabb0-9f83-49a3-9da3-d2b1d89fdb61,0,,"Black,Red",,Land,,,7c439c18-31dc-41fe-b03d-3fca06e6fc0b
1,Temple of Mystery,,258077cf-edef-40fe-ab46-03c965ebe990,0,,"Blue,Green",,Land,,,7e26f0b7-20e6-46d5-8130-d98c14d6aa29
1,Temple of Plenty,,e35f86a8-4941-474b-aefa-f625235933b5,0,,"White,Green",,Land,,,e521322b-0e83-458c-8936-7021a80ee279
1,Temple of Silence,,41393bce-01c1-4268-907e-de0fa8a76719,0,,"White,Black",,Land,,,e6e6fce8-0f6a-4b84-865e-d4e4a4182f9f
1,Temple of the False God,,22065361-26c5-4c5f-8b79-638d9116493a,0,,,,Land,,,cfdd5dc6-593e-495a-8cfe-3a56b3c4c7df
1,Temple of Triumph,,76721cda-494e-4c77-8b0f-43238a35c040,0,,"White,Red",,Land,,,6f0d94d9-64bb-4175-83bc-301e8f79f54f
1,Temporal Cleansing,,6e67031a-8216-4c66-b6fb-6628bd02d279,4,Blue,Blue,{3}{U},Sorcery,,,5f67698a-28db-43cd-aaf1-52371b0b47eb
1,Temporal Fissure,,97949c53-aef7-4c0c-b846-8d4003193ced,5,Blue,Blue,{4}{U},Sorcery,,,8a9525f4-74a6-44f0-a1b1-d57937d7783b
1,Temporary Lockdown,,82b3088f-7b49-45e9-b447-129a597ceb75,3,White,White,{1}{W}{W},Enchantment,,,b21c99b3-b975-4428-9c9a-326ded2fa8dc
1,Tempting Witch,,8b217e5a-3c18-48b4-8124-b8c4fd7b2df1,3,Black,Black,{2}{B},Creature,"Human,Warlock",,82284fe4-ecb3-4b27-bb03-27290ad15b17
1,Tempt with Vengeance,,44ffb919-7b7c-4b7f-b616-cff8369409f2,1,Red,Red,{X}{R},Sorcery,,,8e356df5-ca92-4be2-871e-8965c2510fbe
1,Temur Battle Rage,,8a1dd786-f4e3-4951-b87b-82442edec016,2,Red,Red,{1}{R},Instant,,,2fdc0d17-b683-4263-949e-4f74ec76badf
1,Tendershoot Dryad,,def3571c-01dd-4eee-8f60-0ac4d1928d33,5,Green,Green,{4}{G},Creature,Dryad,,a336c10a-b5bd-47ff-ba2d-31e27af1e15a
1,Tenuous Truce,,387d54f1-bf1d-44f1-9576-cc912a51358c,2,White,White,{1}{W},Enchantment,Aura,,f0bf2923-aea2-4bac-b061-64bc84437ef1
1,Tenured Oilcaster,,65721bc1-87fa-45b9-8b45-ee77c1aab6ac,4,Black,Black,{3}{B},Creature,"Wizard,Phyrexian",,7fb837d7-e2c9-40f8-8a7d-156b3aa86830
1,Terminal Agony,,3ddb6d98-3a3a-4332-a64e-97aec71777a4,4,"Red,Black","Black,Red",{2}{B}{R},Sorcery,,,b69e68e7-0612-40f8-a40a-9c4e77653442
1,Terramorphic Expanse,,19b72af8-9bb9-4542-9115-09c27ad6e7ad,0,,,,Land,,,1bd3e453-aa21-4ee6-95c2-d6d920ee8e7a
1,Terrifying Presence,,2e8d0a22-f31b-45c0-85c7-0101aa63c77b,2,Green,Green,{1}{G},Instant,,,ca8f6e19-6ef3-4d77-8312-867767ffeda6
1,Territorial Maro,,853ddf31-826b-411e-9b6d-75d53cdd1b84,5,Green,Green,{4}{G},Creature,Elemental,,478eeed5-8170-4fb3-8ec2-bcebc0265622
1,Terror of Mount Velus,,332dc6c3-7802-4bde-aa4e-0feab70c216f,7,Red,Red,{5}{R}{R},Creature,Dragon,,8161248c-16a3-47db-a3ae-cdfd878d49e0
1,Teysa Karlov,,cd14f1ce-7fcd-485c-b7ca-01c5b45fdc01,4,"White,Black","White,Black",{2}{W}{B},Creature,"Human,Advisor",Legendary,644eeefd-e684-4ca8-8aef-a892ca130c07
1,"Thalia, Guardian of Thraben",,9716a5ff-f1ed-4285-a0a7-68114eeb1ba7,2,White,White,{1}{W},Creature,"Human,Soldier",Legendary,9b7f1d05-707c-4ed3-9f0e-8ced1232c2ee
1,"Thalia, Heretic Cathar",,c062937f-d519-4206-99b0-cbea01b85a0d,3,White,White,{2}{W},Creature,"Human,Soldier",Legendary,13be47e4-9da2-4f9e-baf0-db96f7777ccb
1,The Akroan War,,78161e60-878a-45a2-aced-40b739bd0a07,4,Red,Red,{3}{R},Enchantment,Saga,,8c0b9596-c44f-44fb-89c9-056da0db33d3
1,The Antiquities War,,bbda670a-00a7-419c-b4b5-bfdb323f006d,4,Blue,Blue,{3}{U},Enchantment,Saga,,ab5a9749-5c94-43e0-b9df-bd2c3601936f
1,The Autonomous Furnace,,c16f96f5-a2a6-4ac4-bdae-326cee92bf2e,0,,Red,,Land,Sphere,,e2dd05d5-312e-47f1-873e-c0741ee6ef4a
1,"The Balrog, Flame of Udûn",,905e7424-2d0b-4877-a7dc-272ea9392ff0,5,"Red,Black","Black,Red",{3}{B}{R},Creature,"Demon,Avatar",Legendary,de12ca82-4824-4975-9a31-309a6d9101a7
1,The Bath Song,,9dc2521f-d9a5-4ae7-b5dc-bf0504e66345,4,Blue,Blue,{3}{U},Enchantment,Saga,,bc475376-54eb-4846-9cfc-5fa2e7908905
1,The Battle of Bywater,,9bae7a4d-9117-43c5-a048-80a0ddadc034,3,White,White,{1}{W}{W},Sorcery,,,a94c191d-a938-458e-bc1b-2f44fd8873a3
1,The Binding of the Titans,,46fb94ad-f9be-48b4-b65a-4e736e5ffdbb,2,Green,Green,{1}{G},Enchantment,Saga,,f0435065-a8ca-4b4d-a7da-0ef41749118f
1,The Black Arrow,,ab181190-d53d-4972-8cd5-8e54b45f2276,3,,,{3},Artifact,Equipment,Legendary,cb2803ee-825b-420e-b404-c7c44f15ec15
1,The Black Breath,,1e63983d-c36b-4440-b9e1-baaa6c7c0ba9,3,Black,Black,{2}{B},Sorcery,,,c0afbb32-dc50-436a-bd24-2990c103a4f8
1,The Blue Spirit,,d0d1f5b0-f842-40d5-ae51-015eefe68fa1,4,Blue,Blue,{3}{U},Creature,"Human,Rogue,Ally",Legendary,497e9c7c-a16d-43e5-a7ec-04153aa2566a
1,"The Boulder, Ready to Rumble",,ec27a466-5457-44c6-a842-1de7d3788d66,4,Green,Green,{3}{G},Creature,"Human,Warrior,Performer",Legendary,d33ee141-a880-4368-a274-a6ae2f2c624b
1,The Cave of Two Lovers,,50bf5c8b-f218-46b7-843c-8d8083f02fd2,4,Red,Red,{3}{R},Enchantment,Saga,,c2df54f1-a2db-4de3-bc96-5c07f4594752
2,The Chase Is On,,1d54d596-f7aa-4b05-ab13-19b246698c04,3,Red,Red,{2}{R},Instant,,,789899eb-3a33-4a41-b6b5-5e2f55a9af51
1,The Clone Saga,,903b133f-fd72-4173-9dfe-3dcc411a0b92,4,Blue,Blue,{3}{U},Enchantment,Saga,,0f0282c6-aceb-4879-8ec8-482d0501204a
1,The Council of Four,,eba6df0f-d190-4683-b2fe-567e20c54028,5,"White,Blue","White,Blue",{3}{W}{U},Creature,"Human,Noble",Legendary,3dfb006f-6620-4602-ac3c-d40a5a15a981
2,The Creation of Avacyn,,27d701aa-df93-4f0e-b1e3-d081487eb456,3,Black,Black,{1}{B}{B},Enchantment,Saga,,7f32344f-06d8-4862-bfeb-f90a3e1d7fc2
1,The Cruelty of Gix,,3d6e5eb3-25ab-4e9e-96e8-655e0ce74675,5,Black,Black,{3}{B}{B},Enchantment,Saga,,2b5c62af-af5f-4beb-9688-19604ca46918
1,The Earth King,,a8d5dca6-381a-4361-b265-27de8d04335c,4,Green,Green,{3}{G},Creature,"Human,Ally,Noble",Legendary,d5770b0f-4493-42e9-a2d7-0e74a28da4ba
1,The Eldest Reborn,,c8318f40-ecd5-429e-8fe2-febf31f64841,5,Black,Black,{4}{B},Enchantment,Saga,,44ed4c0c-a012-4895-a547-b04150553bba
1,The Eternal Wanderer,,c391f842-bf99-407d-a369-dddb6eaa4a5a,6,White,White,{4}{W}{W},Planeswalker,,Legendary,20a1671d-e8a4-4cf1-87a7-f2f6319f4b9e
1,The Everflowing Well // The Myriad Pools,,bf573fb7-fa6c-4df7-8e5e-1e071585361e,3,Blue,Blue,,Artifact,,Legendary,1f57a9f1-6b95-4395-bdf0-c5289b786ab1
1,The Fall of Kroog,,f454583d-d227-4fc8-842e-128e025880e4,6,Red,Red,{4}{R}{R},Sorcery,,,bfd8d447-7253-40d0-a153-78e9700045d7
1,The Fire Nation Drill,,54d762f6-e131-480f-b294-10f5a63d9c98,4,Black,Black,{2}{B}{B},Artifact,Vehicle,Legendary,3d4b9d71-4275-4c18-a4dc-9aad234eb92c
1,The Gitrog Monster,,40489e28-878d-44a2-847f-07beef1aa0f8,5,"Green,Black","Black,Green",{3}{B}{G},Creature,"Horror,Frog",Legendary,a5e54d2b-aad8-4ddd-af4b-13668913762b
1,The Hunger Tide Rises,,4b44f01b-17e8-4d49-8f38-fd1128114b2f,3,Green,Green,{2}{G},Enchantment,Saga,,356edd68-7dd5-4ab6-a738-6cb0eb2d4e56
1,"The Mechanist, Aerial Artisan",,b910851e-9332-4c83-a790-d379667cabfc,3,Blue,Blue,{2}{U},Creature,"Human,Artificer,Ally",Legendary,bad27b43-7716-4ce1-82ba-2a6d437363e7
1,The Misty Mountains Cold,,3d5f35ff-4146-4844-9da5-031461cc8c05,3,Red,Red,{2}{R},Enchantment,Saga,,c50282bd-4b57-4c7b-9598-ea67ba49248b
1,The Modern Age // Vector Glider,,ee60a8e9-3201-4a7e-8aa4-2c5e1042c8a5,2,Blue,Blue,,Enchantment,Saga,,a8995df6-99a7-41a7-bd3e-f34643b27947
1,The Mountain-king's Return,,68f4893d-e9a5-4f89-ade3-9ab78a834ad5,3,White,White,{2}{W},Enchantment,Saga,,32ad5b3e-92c0-45be-b2e4-6f1794552f36
1,The Necrobloom,,8fcf68cf-0dac-4b29-90d5-c18c685182e6,4,"White,Green,Black","White,Black,Green",{1}{W}{B}{G},Creature,Plant,Legendary,b981af39-4ee6-4fbc-9a89-618dcad9dfbf
1,The Prismatic Piper,,a69e6d8f-f742-4508-a83a-38ae84be228c,5,,,{5},Creature,Shapeshifter,Legendary,b2aeee90-7b8d-47a6-9167-cc21f7fbfd43
1,The Ring Goes South,,3c8a4c7d-527c-49ea-a115-a9e747c0fd03,4,Green,Green,{3}{G},Sorcery,,,3d36f0ab-d333-4a08-ad1b-5b7e1ddb647c
1,The Ring // The Ring Tempts You,,7215460e-8c06-47d0-94e5-d1832d0218af,0,,,,Emblem,,,98737456-ac2a-420d-aa0e-778ba3a22cec
1,The Rise of Sozin // Fire Lord Sozin,,14eadf46-90c2-4376-8183-6a922a60174d,6,Black,Black,,Enchantment,Saga,,9b0b217d-cc9d-4187-89cb-f13160ed2983
1,Thermo-Alchemist,,b4c68bad-c7ee-4dbc-ad06-8c4d9446884e,2,Red,Red,{1}{R},Creature,"Human,Shaman",,228fbae1-423e-461d-b8c3-55786938a3cb
1,The Sackville-Bagginses,,ed87b471-79f9-45ec-9188-69e970f6121e,2,Black,Black,{1}{B},Creature,"Citizen,Halfling",Legendary,e3a665f9-6e51-4e0d-923b-e9552d5978a4
1,The Second Doctor,,568c2687-4381-4954-9cab-f669d1fe6306,4,"White,Blue","White,Blue",{2}{W}{U},Creature,"Doctor,Time Lord",Legendary,8a6eda31-2791-4def-b9e7-3adde155a4f0
1,The Seriema,,dec91ec3-42d3-4922-96f0-dbb50a576084,3,White,White,{1}{W}{W},Artifact,Spacecraft,Legendary,a6bcec1f-f515-4e63-9e84-8eb04cc582ff
1,The Shire,,d5178a1b-588b-4414-a370-ac6eed51187a,0,,Green,,Land,,Legendary,9abf9a0e-8e7d-406b-a01d-d4870b30134e
1,The Spear of Leonidas,,160d6ce7-2452-41a2-aa70-41e1b8045c54,3,Red,Red,{2}{R},Artifact,Equipment,Legendary,dac3a263-cc02-446a-88ec-882a21096b6c
1,The Terror of Serpent's Pass,,f7569861-5b68-4265-bb45-3d54992bfe66,7,Blue,Blue,{5}{U}{U},Creature,Serpent,Legendary,771bf51d-cb32-4240-936c-f9d1e0c90cf0
1,The Unagi of Kyoshi Island,,0ecd8b38-9ee5-41a5-9b93-21c33fc1a6ff,5,Blue,Blue,{3}{U}{U},Creature,Serpent,Legendary,be922360-ee9f-4cfb-bf10-d481c5de5cb1
1,The Wanderer,,c6ec3686-cecd-4dee-8a68-c3e4baec25ca,4,White,White,{3}{W},Planeswalker,,Legendary,4c2196e5-6ed7-4cd2-b8e7-f01aff236569
1,The Weatherseed Treaty,,e2a54461-1f75-4304-b6d7-635171419456,3,Green,Green,{2}{G},Enchantment,Saga,,7d723a6f-854f-43df-9401-a4eb0c0f639f
1,The Witch's Vanity,,47ca4926-b5ac-405a-8b58-f8db6df400ff,2,Black,Black,{1}{B},Enchantment,Saga,,ad2793f3-a36f-4a09-a38f-eb98ce0a2b79
2,They Went This Way,,f4a31d4a-34bc-46b4-b20f-a5460191b35d,3,Green,Green,{2}{G},Sorcery,,,47951720-9584-4ca3-a73d-3d259102b2f8
1,Thinking Cap,,6d2565e1-dd7b-462b-8270-a17913277793,1,,,{1},Artifact,Equipment,,a54fb3de-0581-461e-be33-dc4f4d16a33e
1,Third Path Iconoclast,,f1a21287-e244-4960-84fb-c4f6e5c346d9,2,"Red,Blue","Blue,Red",{U}{R},Creature,"Human,Monk",,f7156897-2b02-4ecd-868d-d4d59244e9ed
1,Third Path Savant,,793a51ab-59fb-424f-a315-3f63e8990322,3,Blue,Blue,{2}{U},Creature,"Human,Wizard",,6024cb2d-a6e7-4adc-8b34-7f4e0cac16ce
2,Thirst for Discovery,,1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,3,Blue,Blue,{2}{U},Instant,,,1e05e6ef-14af-451d-9d54-e75b1f8871ab
1,Thirsting Roots,,75a4a340-453b-471a-82ba-48ebf20b271a,1,Green,Green,{G},Sorcery,,,c0ef21d5-f4bf-4417-b701-d98c2dbbaa43
1,"Thor, Asgard's Avenger",,3513c041-7147-467d-845d-3d1c83fb3328,4,Red,Red,{2}{R}{R},Creature,"Warrior,God,Hero",Legendary,44c2fefb-5de3-4406-955a-3fabc46357d0
2,Thorin's Last Stand,,127367b6-9cfe-4516-9bfd-5b951468a25c,4,White,White,{2}{W}{W},Instant,,,3c4da169-1e50-4790-abdc-214e7b8a2ad5
2,Thorin's Last Stand,,089e8e4b-c367-4d86-a69a-951f7d779aaf,4,White,White,{2}{W}{W},Instant,,,3c4da169-1e50-4790-abdc-214e7b8a2ad5
1,Thornglint Bridge,,9d483643-6a11-47f7-a0aa-190e0179525f,0,,"White,Green",,"Artifact,Land",,,99720c65-be96-4220-8ed4-720660bf6928
2,Thornhide Wolves,,fc0f3812-bb6c-4d99-b505-9dfd84e3fd95,5,Green,Green,{4}{G},Creature,Wolf,,c5c221e6-dafe-4661-b920-3faed9551802
1,Thorn of the Black Rose,,b4b266e2-1cad-40df-bc0e-3e1464b299b3,4,Black,Black,{3}{B},Creature,"Human,Assassin",,a7894a81-8c0a-4015-8bc1-2698cf5306d1
1,Thornweald Archer,,f61b7811-ff6c-4767-921d-e8e88913e820,2,Green,Green,{1}{G},Creature,"Elf,Archer",,b5ba87f5-3589-4a8b-ad65-2ae2523e98e8
1,Thor Odinson,,0e06f730-ae30-4ef2-88b1-073e02afdb25,5,"White,Red","White,Red",{3}{R}{W},Creature,"Warrior,God,Hero",Legendary,ec9b74d0-e4fe-4764-b628-992a62f2a1cf
4,Thoughtcast,,efb965a7-877a-4302-b507-25b0a9e32d9b,5,Blue,Blue,{4}{U},Sorcery,,,cce9bbff-82dc-4b2f-addd-d6715588de20
1,Thought Monitor,,9849f1c7-6e2a-464e-bca7-dfdc4c21146d,7,Blue,Blue,{6}{U},"Creature,Artifact",Construct,,9deded8b-cec4-4ede-a50b-131404d456d4
4,Thought Scour,,88bf1ebb-9d85-4b9b-a614-c7f965c0893d,1,Blue,Blue,{U},Instant,,,83101ba8-a569-4827-8c53-9ca0dfcd59a7
1,Thought Vessel,,f58ab310-cbee-4f0c-9819-a2e2121932ff,2,,,{2},Artifact,,,9965d9c5-2ebf-4a6c-930e-55c5890979be
1,Thousand Moons Infantry,,c1974a8c-3328-4ff5-9a00-cb79ebb8ccf6,3,White,White,{2}{W},Creature,"Human,Soldier",,f064a39e-ebb3-47b5-bd06-f39b02b95eaf
1,Thousand-Year Storm,,274e22fb-7afc-43bc-b309-e36ee48d6b03,6,"Red,Blue","Blue,Red",{4}{U}{R},Enchantment,,,dd4cf149-2fae-40e5-b50b-639f6bcec65e
3,Thraben Charm,,dd28a646-f38f-4cdf-948c-969cd979e5e6,2,White,White,{1}{W},Instant,,,7eccd10d-f224-4467-af25-f2b768993f9f
1,Thraben Charm,,dd28a646-f38f-4cdf-948c-969cd979e5e6,2,White,White,{1}{W},Instant,,,7eccd10d-f224-4467-af25-f2b768993f9f
1,Thraben Exorcism,,a0700298-30d2-45a6-bd64-4fd7fa4d7d30,2,White,White,{1}{W},Instant,,,b43e25d8-1c8b-4316-84f3-c4ec6f77092e
4,Thraben Inspector,,d140c3b7-ca78-483d-baeb-307b624fea8b,1,White,White,{W},Creature,"Human,Soldier",,caa02547-66e3-4e27-a2d3-5e94f3e7a069
1,"Thranduil, Sindarin Liege // Silvan Rally",,0992ce8b-7bef-4799-a52d-7a46021a8672,4,"Green,Blue","Blue,Green",{2}{G/U}{G/U} // {1}{G/U}{G/U},Creature,"Elf,Noble",Legendary,f6771d32-395e-4832-b33d-cbc12dff1516
1,Thran Dynamo,,6455b185-aa5e-45e1-951e-f6eef517daf2,4,,,{4},Artifact,,,a699c663-8131-4045-9265-a83e86609374
1,Thran Power Suit,,17bfb8c5-9105-41e4-a58f-9c9eee32b18a,2,,,{2},Artifact,Equipment,,3952c288-5633-4e40-abe6-18940d079644
1,Three Bowls of Porridge,,a508e040-d1e5-46aa-8404-1adc18f0f8bd,2,,,{2},Artifact,Food,,5369e40a-5fd6-4a9d-bdc9-4af510449649
1,Threefold Thunderhulk,,699d1222-f150-46aa-9004-87b45f07eb42,7,,,{7},"Creature,Artifact",Gnome,,b8020a8b-557b-465d-865d-b59fecd7abc1
1,Three Steps Ahead,,c39be5b1-b693-4b1b-b40b-8bf6d1fe986d,1,Blue,Blue,{U},Instant,,,282dfeaa-6243-4f92-838a-5cb54fa85184
1,Three Tree Mascot,,aaced75b-6e07-457c-8ea2-f74d99710d15,2,,,{2},"Creature,Artifact",Shapeshifter,,6cb9d153-4eaa-4f32-8930-bd68cd99c128
1,Thrilling Encore,,258ef0a1-e326-43d2-8564-667373d121ef,5,Black,Black,{4}{B},Instant,,,2a114ff8-fa7d-41b8-b412-6232fbb68efc
2,Thrill of Possibility,,25e5dc88-9573-4eaa-bd37-eb0dee4add03,2,Red,Red,{1}{R},Instant,,,1cb0610b-a731-42c2-b93f-0a29f63cebf4
1,Thrill of Possibility,,2e807edb-838d-44fe-a37e-fb864d59beaa,2,Red,Red,{1}{R},Instant,,,1cb0610b-a731-42c2-b93f-0a29f63cebf4
1,Thrill of Possibility,,c9021f85-7ab4-4a78-a398-1611fe09cd14,2,Red,Red,{1}{R},Instant,,,1cb0610b-a731-42c2-b93f-0a29f63cebf4
1,Thriving Bluff,,6c382c6a-ec47-4b8d-8ad4-cfc935765742,0,,Red,,Land,,,91fceb34-0f2d-4392-be27-00dcd765637f
1,Thriving Bluff,,ceb29495-5cc8-4f78-adb5-a7302bb9743b,0,,Red,,Land,,,91fceb34-0f2d-4392-be27-00dcd765637f
1,Thriving Grove,,4ba5e3b0-98df-40cc-96a3-0a87c3d39b99,0,,Green,,Land,,,a8052556-8962-4130-86a8-6fb7b6a324f7
1,Thriving Grove,,4ba5e3b0-98df-40cc-96a3-0a87c3d39b99,0,,Green,,Land,,,a8052556-8962-4130-86a8-6fb7b6a324f7
1,Thriving Grove,,343a1153-03d7-46d5-ad9a-65760eabed55,0,,Green,,Land,,,a8052556-8962-4130-86a8-6fb7b6a324f7
1,Thriving Heath,,202ae1e5-df13-4a6f-9202-6a2573809f73,0,,White,,Land,,,d1946630-e224-40db-8f0d-388b09622288
1,Thriving Heath,,0c6f9b70-998c-4ecd-9094-f505692070de,0,,White,,Land,,,d1946630-e224-40db-8f0d-388b09622288
1,Thriving Isle,,94f93e5f-dba0-4079-8e6a-dd5d6fe6afa4,0,,Blue,,Land,,,69fc70b8-b143-4662-ac95-e2743037239d
1,Thriving Isle,,94f93e5f-dba0-4079-8e6a-dd5d6fe6afa4,0,,Blue,,Land,,,69fc70b8-b143-4662-ac95-e2743037239d
1,Thriving Isle,,2592bd6b-aea8-4fac-ad52-1801fcc7abe5,0,,Blue,,Land,,,69fc70b8-b143-4662-ac95-e2743037239d
1,Thriving Moor,,528531e8-4574-4dd5-aa4e-d31ce0f4eb5c,0,,Black,,Land,,,bff416bb-d193-4c45-b2c1-7c297dbfad08
1,Thriving Moor,,528531e8-4574-4dd5-aa4e-d31ce0f4eb5c,0,,Black,,Land,,,bff416bb-d193-4c45-b2c1-7c297dbfad08
1,Thriving Moor,,06a80fcc-b457-49c6-8c3a-0c5f58d74b2d,0,,Black,,Land,,,bff416bb-d193-4c45-b2c1-7c297dbfad08
1,Throne of the God-Pharaoh,,fe402b8e-f966-4971-90a5-950d8cff5025,2,,,{2},Artifact,,Legendary,ea750169-1f6f-40c2-96e9-55719e103a63
1,Thrummingbird,,3c9dd552-1020-4e82-ba51-f54b3938b920,2,Blue,Blue,{1}{U},Creature,"Bird,Horror,Phyrexian",,eac94269-4baa-4b8e-a0fd-d6b227d1cde3
1,Thrummingbird,,67f0a63e-0866-423e-b917-fc7c71063021,2,Blue,Blue,{1}{U},Creature,"Bird,Horror,Phyrexian",,eac94269-4baa-4b8e-a0fd-d6b227d1cde3
1,Thundering Raiju,,ec1a2920-6d39-4276-921c-65cc16a45f17,4,Red,Red,{2}{R}{R},Creature,Spirit,,3d713c11-36a7-4b19-8c42-a9b61ef5902c
3,Thundering Rebuke,,dc671707-4708-44d8-8ec8-d5332599adf9,2,Red,Red,{1}{R},Sorcery,,,bb4d9770-f230-4413-a7a4-bb1f1303661a
1,Thunder Lasso,,73dff5fc-2adf-447a-b35f-e7883e0fd821,3,White,White,{2}{W},Artifact,Equipment,,d98cc18b-6ebb-4f55-9d0d-b8fbe9a92bc1
1,Thunder Salvo,,a0bf0ea9-0929-4d33-815a-6df29c399e7e,2,Red,Red,{1}{R},Instant,,,d3ce7c83-986f-410a-ae00-6c1c1f918a2b
1,Thwip!,,b2dac88e-1204-4640-94ce-e1aff434ea06,1,White,White,{W},Instant,,,f7d11254-b48a-4016-a035-c0d6642fdfae
1,Tidepool Turtle,,d397fb84-8573-4b2c-be2c-f8fd820342f0,4,Blue,Blue,{3}{U},Creature,Turtle,,ac2668a3-7a26-47b1-9ad4-56e23643de80
1,Tide Skimmer,,ac70fcc7-893f-4a08-88a3-2f0655de18fc,4,Blue,Blue,{3}{U},Creature,Drake,,8d83dfb3-5662-4109-b465-bf5f257e58a5
1,Tifa Lockhart,,fb781323-2746-405d-a9b2-e778c037a6e9,2,Green,Green,{1}{G},Creature,"Human,Monk",Legendary,878df304-9d6d-4ce9-b65b-1439c251f3e0
1,Tifa's Limit Break,,24d6eab7-22bd-494f-8cbe-204446f24be9,1,Green,Green,{G},Instant,,,d0d90dd8-0642-489f-9afc-11c307f258f2
1,Tiger-Dillo,,067bd117-04e6-410e-89c4-6d431d627751,2,Red,Red,{1}{R},Creature,"Cat,Armadillo",,b6e82d4f-4fbf-495c-bebd-982d2a855ad0
4,Timberland Guide,,6b215b6a-82e3-4ce8-b288-d7341761cad0,2,Green,Green,{1}{G},Creature,"Human,Scout",,bd8ba76f-d9e1-4c4d-83e1-6782fa3d01ba
1,Time Warp,,7c46dd99-8af8-4cf2-9f98-734f73d9c456,5,Blue,Blue,{3}{U}{U},Sorcery,,,dbd6a94b-62ff-4a10-9d52-bdd90b26e425
1,Tinker's Tote,,8321857e-7977-46dd-8357-d732312e5261,3,White,White,{2}{W},Artifact,,,cd1e6225-31b7-4a70-81ab-681abe860328
1,Tin Street Dodger,,82be3087-0dcb-4236-90a6-b6d4ab4c0bc4,1,Red,Red,{R},Creature,"Goblin,Rogue",,fde3c8df-cc57-4e64-b78b-301e103d8487
1,Tin Street Gossip,,4094b13f-28d4-48b6-8cce-3c44656745b7,4,"Green,Red","Red,Green",{2}{R}{G},Creature,"Advisor,Lizard",,19dc29a7-8ccc-4e54-829b-86cc102b082d
1,Tireless Hauler // Dire-Strain Brawler,,552bb3a5-0c2c-4dc5-aee8-1048b04e69f9,5,Green,Green,,Creature,"Human,Werewolf",,c31e9db3-5d9d-470a-871a-b4b5b0536db5
1,Tireless Provisioner,,995938ee-3ba7-42c9-9e0f-76b4a105f55e,3,Green,Green,{2}{G},Creature,"Elf,Scout",,ab8d5f5c-1976-4f77-8ed2-8d28ee666741
1,Tireless Tracker,,08b1bc46-e8be-4437-a50a-96b6f1ec4a08,3,Green,Green,{2}{G},Creature,"Human,Scout",,e6555cca-e608-4c87-b835-9cd47fd1f543
2,Titanic Brawl,,e58e5661-cfc8-4266-a0ce-38af9a698773,2,Green,Green,{1}{G},Instant,,,e8434c77-10df-4456-af27-acb95d624189
1,Titanic Growth,,3583ea03-525f-4c70-9d7e-ccc6002ee9e1,2,Green,Green,{1}{G},Instant,,,61e09dd9-7870-48c2-9177-d6abc3162692
1,Titanic Growth,,0db41405-87a2-4a91-97f4-a8af2ffe8313,2,Green,Green,{1}{G},Instant,,,61e09dd9-7870-48c2-9177-d6abc3162692
4,Titanic Growth,,fe574e49-723a-409b-9222-125eebb620ff,2,Green,Green,{1}{G},Instant,,,61e09dd9-7870-48c2-9177-d6abc3162692
1,Titan's Grave,,a9ab41c8-3ee2-4676-9b8b-20c34d9f5f21,0,,"Black,Green",,Land,,,595f0eb5-f521-4174-9c48-b89e85ea907c
1,Titan's Strength,,0e48f309-8e56-4741-a9ff-e899dafb333a,1,Red,Red,{R},Instant,,,b0206b34-68b4-4b1f-ae79-6e2d0432ad4b
1,Tithing Blade // Consuming Sepulcher,,dbaa9a2d-e9fd-4746-a26c-f99ae731f024,2,Black,Black,,Artifact,,,883a4180-9ede-4249-a4b8-3a29c998fb63
1,Tocasia's Welcome,,56cd89f1-f9f4-4cb5-a573-79809d0b6dfd,3,White,White,{2}{W},Enchantment,,,25c983e0-a8c9-4784-91a4-8fe04c6df882
4,Tolarian Scholar,,2eda67da-02b5-4ecb-9038-10e026d454ec,3,Blue,Blue,{2}{U},Creature,"Human,Wizard",,8a268636-75d5-4631-8272-8b001f569db5
3,Tolarian Terror,,2569d4f3-55ed-4f99-9592-34c7df0aab72,7,Blue,Blue,{6}{U},Creature,Serpent,,b9d0f2e1-62c2-44fd-ad38-471daf17bb0a
1,Tolarian Terror,,2569d4f3-55ed-4f99-9592-34c7df0aab72,7,Blue,Blue,{6}{U},Creature,Serpent,,b9d0f2e1-62c2-44fd-ad38-471daf17bb0a
1,Tolarian Winds,,3fdd9981-bb5e-450d-90c3-4405a7097939,2,Blue,Blue,{1}{U},Instant,,,686cce6e-18ec-45b0-8d2e-74fa353a905e
1,Tolaria West,,b005eef6-75f3-454f-a42b-d851bc84ac4e,0,,Blue,,Land,,,46eefc72-2d9e-4389-8ae1-26d9ee472b5c
1,Tolls of War,,d822b9ad-a787-4355-88c2-07ae2bd3a78e,2,"White,Black","White,Black",{W}{B},Enchantment,,,5d1d9914-3ef2-45c5-b1cb-cb85d2f7394c
